"","Direccion","Separacion","n","nYes","nNo","p","Observadores","Condicion","Grupo","Fijacion"
"1233","45",8,6,3,3,0.5,"mcm","pre","hk","SI"
"1234","45",11,10,7,3,0.7,"mcm","pre","hk","SI"
"1235","45",14,10,3,7,0.3,"mcm","pre","hk","SI"
"1236","45",17,8,3,5,0.375,"mcm","pre","hk","SI"
"1237","45",20,9,5,4,0.555555555555556,"mcm","pre","hk","SI"
"1238","90",3,11,7,4,0.636363636363636,"mcm","pre","hk","SI"
"1239","90",5,10,8,2,0.8,"mcm","pre","hk","SI"
"1240","90",8,9,7,2,0.777777777777778,"mcm","pre","hk","SI"
"1241","90",11,7,3,4,0.428571428571429,"mcm","pre","hk","SI"
"1242","90",14,7,4,3,0.571428571428571,"mcm","pre","hk","SI"
"1243","90",17,10,6,4,0.6,"mcm","pre","hk","SI"
"1244","90",20,9,6,3,0.666666666666667,"mcm","pre","hk","SI"
"1245","135",3,7,3,4,0.428571428571429,"mcm","pre","hk","SI"
"1246","135",5,6,3,3,0.5,"mcm","pre","hk","SI"
"1247","135",8,9,9,0,1,"mcm","pre","hk","SI"
"1248","135",11,8,6,2,0.75,"mcm","pre","hk","SI"
"1249","135",14,8,6,2,0.75,"mcm","pre","hk","SI"
"1250","135",17,9,2,7,0.222222222222222,"mcm","pre","hk","SI"
"1251","135",20,8,5,3,0.625,"mcm","pre","hk","SI"
"1252","0",3,4,2,2,0.5,"aaf","pos","cl","SI"
"1253","0",8,2,2,0,1,"aaf","pos","cl","SI"
"1254","0",11,1,0,1,0,"aaf","pos","cl","SI"
"1255","0",14,3,2,1,0.666666666666667,"aaf","pos","cl","SI"
"1256","0",17,5,0,5,0,"aaf","pos","cl","SI"
"1257","0",20,1,0,1,0,"aaf","pos","cl","SI"
"1258","135",3,1,0,1,0,"aaf","pos","cl","SI"
"1259","135",5,3,2,1,0.666666666666667,"aaf","pos","cl","SI"
"1260","135",8,2,1,1,0.5,"aaf","pos","cl","SI"
"1261","135",11,5,4,1,0.8,"aaf","pos","cl","SI"
"1262","135",14,3,1,2,0.333333333333333,"aaf","pos","cl","SI"
"1263","135",17,2,0,2,0,"aaf","pos","cl","SI"
"1264","135",20,1,0,1,0,"aaf","pos","cl","SI"
"1265","45",3,3,2,1,0.666666666666667,"aaf","pos","cl","SI"
"1266","45",5,4,2,2,0.5,"aaf","pos","cl","SI"
"1267","45",8,3,1,2,0.333333333333333,"aaf","pos","cl","SI"
"1268","45",11,2,0,2,0,"aaf","pos","cl","SI"
"1269","45",14,3,0,3,0,"aaf","pos","cl","SI"
"1270","45",17,2,0,2,0,"aaf","pos","cl","SI"
"1271","45",20,2,2,0,1,"aaf","pos","cl","SI"
"1272","90",3,4,2,2,0.5,"aaf","pos","cl","SI"
"1273","90",5,2,0,2,0,"aaf","pos","cl","SI"
"1274","90",8,2,1,1,0.5,"aaf","pos","cl","SI"
"1275","90",11,4,1,3,0.25,"aaf","pos","cl","SI"
"1276","90",14,2,0,2,0,"aaf","pos","cl","SI"
"1277","90",17,3,3,0,1,"aaf","pos","cl","SI"
"1278","90",20,3,2,1,0.666666666666667,"aaf","pos","cl","SI"
"1279","0",3,4,2,2,0.5,"afb","pos","rt","SI"
"1280","0",5,4,4,0,1,"afb","pos","rt","SI"
"1281","0",8,4,1,3,0.25,"afb","pos","rt","SI"
"1282","0",11,4,2,2,0.5,"afb","pos","rt","SI"
"1283","0",14,4,1,3,0.25,"afb","pos","rt","SI"
"1284","0",17,5,0,5,0,"afb","pos","rt","SI"
"1285","0",20,7,5,2,0.714285714285714,"afb","pos","rt","SI"
"1286","135",3,4,3,1,0.75,"afb","pos","rt","SI"
"1287","135",5,6,5,1,0.833333333333333,"afb","pos","rt","SI"
"1288","135",8,4,2,2,0.5,"afb","pos","rt","SI"
"1289","135",11,11,7,4,0.636363636363636,"afb","pos","rt","SI"
"1290","135",14,2,2,0,1,"afb","pos","rt","SI"
"1291","135",17,5,3,2,0.6,"afb","pos","rt","SI"
"1292","135",20,7,3,4,0.428571428571429,"afb","pos","rt","SI"
"1293","45",3,8,6,2,0.75,"afb","pos","rt","SI"
"1294","45",5,7,6,1,0.857142857142857,"afb","pos","rt","SI"
"1295","45",8,8,5,3,0.625,"afb","pos","rt","SI"
"1296","45",11,3,0,3,0,"afb","pos","rt","SI"
"1297","45",14,5,2,3,0.4,"afb","pos","rt","SI"
"1298","45",17,3,3,0,1,"afb","pos","rt","SI"
"1299","45",20,4,3,1,0.75,"afb","pos","rt","SI"
"1300","90",3,4,2,2,0.5,"afb","pos","rt","SI"
"1301","90",5,7,3,4,0.428571428571429,"afb","pos","rt","SI"
"1302","90",8,4,1,3,0.25,"afb","pos","rt","SI"
"1303","90",11,11,3,8,0.272727272727273,"afb","pos","rt","SI"
"1304","90",14,4,1,3,0.25,"afb","pos","rt","SI"
"1305","90",17,5,2,3,0.4,"afb","pos","rt","SI"
"1306","90",20,9,4,5,0.444444444444444,"afb","pos","rt","SI"
"1307","0",3,7,5,2,0.714285714285714,"agm","pos","cl","SI"
"1308","0",5,5,5,0,1,"agm","pos","cl","SI"
"1309","0",8,11,9,2,0.818181818181818,"agm","pos","cl","SI"
"1310","0",11,6,3,3,0.5,"agm","pos","cl","SI"
"1311","0",14,12,4,8,0.333333333333333,"agm","pos","cl","SI"
"1312","0",17,10,5,5,0.5,"agm","pos","cl","SI"
"1313","0",20,11,7,4,0.636363636363636,"agm","pos","cl","SI"
"1314","135",3,8,4,4,0.5,"agm","pos","cl","SI"
"1315","135",5,5,2,3,0.4,"agm","pos","cl","SI"
"1316","135",8,9,5,4,0.555555555555556,"agm","pos","cl","SI"
"1317","135",11,14,10,4,0.714285714285714,"agm","pos","cl","SI"
"1318","135",14,7,3,4,0.428571428571429,"agm","pos","cl","SI"
"1319","135",17,8,4,4,0.5,"agm","pos","cl","SI"
"1320","135",20,7,5,2,0.714285714285714,"agm","pos","cl","SI"
"1321","45",3,10,9,1,0.9,"agm","pos","cl","SI"
"1322","45",5,14,10,4,0.714285714285714,"agm","pos","cl","SI"
"1323","45",8,10,7,3,0.7,"agm","pos","cl","SI"
"1324","45",11,6,5,1,0.833333333333333,"agm","pos","cl","SI"
"1325","45",14,6,3,3,0.5,"agm","pos","cl","SI"
"1326","45",17,11,6,5,0.545454545454545,"agm","pos","cl","SI"
"1327","45",20,6,2,4,0.333333333333333,"agm","pos","cl","SI"
"1328","90",3,10,7,3,0.7,"agm","pos","cl","SI"
"1329","90",5,12,9,3,0.75,"agm","pos","cl","SI"
"1330","90",8,8,5,3,0.625,"agm","pos","cl","SI"
"1331","90",11,9,5,4,0.555555555555556,"agm","pos","cl","SI"
"1332","90",14,5,4,1,0.8,"agm","pos","cl","SI"
"1333","90",17,9,3,6,0.333333333333333,"agm","pos","cl","SI"
"1334","90",20,10,6,4,0.6,"agm","pos","cl","SI"
"1335","0",5,3,2,1,0.666666666666667,"cic","pos","rt","SI"
"1336","0",8,2,1,1,0.5,"cic","pos","rt","SI"
"1337","0",11,2,1,1,0.5,"cic","pos","rt","SI"
"1338","0",14,8,3,5,0.375,"cic","pos","rt","SI"
"1339","0",17,6,3,3,0.5,"cic","pos","rt","SI"
"1340","0",20,6,2,4,0.333333333333333,"cic","pos","rt","SI"
"1341","135",3,2,1,1,0.5,"cic","pos","rt","SI"
"1342","135",5,2,1,1,0.5,"cic","pos","rt","SI"
"1343","135",8,4,1,3,0.25,"cic","pos","rt","SI"
"1344","135",11,9,8,1,0.888888888888889,"cic","pos","rt","SI"
"1345","135",14,2,1,1,0.5,"cic","pos","rt","SI"
"1346","135",17,6,2,4,0.333333333333333,"cic","pos","rt","SI"
"1347","135",20,4,3,1,0.75,"cic","pos","rt","SI"
"1348","45",3,4,2,2,0.5,"cic","pos","rt","SI"
"1349","45",5,4,3,1,0.75,"cic","pos","rt","SI"
"1350","45",8,2,1,1,0.5,"cic","pos","rt","SI"
"1351","45",11,1,0,1,0,"cic","pos","rt","SI"
"1352","45",14,4,3,1,0.75,"cic","pos","rt","SI"
"1353","45",17,3,1,2,0.333333333333333,"cic","pos","rt","SI"
"1354","45",20,4,2,2,0.5,"cic","pos","rt","SI"
"1355","90",3,3,2,1,0.666666666666667,"cic","pos","rt","SI"
"1356","90",5,3,1,2,0.333333333333333,"cic","pos","rt","SI"
"1357","90",8,3,2,1,0.666666666666667,"cic","pos","rt","SI"
"1358","90",11,7,3,4,0.428571428571429,"cic","pos","rt","SI"
"1359","90",17,6,2,4,0.333333333333333,"cic","pos","rt","SI"
"1360","90",20,7,3,4,0.428571428571429,"cic","pos","rt","SI"
"1361","0",3,3,2,1,0.666666666666667,"jjr","pos","lt","SI"
"1362","0",5,1,0,1,0,"jjr","pos","lt","SI"
"1363","0",8,3,2,1,0.666666666666667,"jjr","pos","lt","SI"
"1364","0",11,2,2,0,1,"jjr","pos","lt","SI"
"1365","0",14,4,3,1,0.75,"jjr","pos","lt","SI"
"1366","0",17,4,0,4,0,"jjr","pos","lt","SI"
"1367","0",20,7,2,5,0.285714285714286,"jjr","pos","lt","SI"
"1368","135",3,1,1,0,1,"jjr","pos","lt","SI"
"1369","135",5,4,2,2,0.5,"jjr","pos","lt","SI"
"1370","135",8,4,2,2,0.5,"jjr","pos","lt","SI"
"1371","135",11,8,4,4,0.5,"jjr","pos","lt","SI"
"1372","135",14,4,2,2,0.5,"jjr","pos","lt","SI"
"1373","135",17,4,3,1,0.75,"jjr","pos","lt","SI"
"1374","135",20,2,1,1,0.5,"jjr","pos","lt","SI"
"1375","45",3,1,0,1,0,"jjr","pos","lt","SI"
"1376","45",5,6,5,1,0.833333333333333,"jjr","pos","lt","SI"
"1377","45",8,4,1,3,0.25,"jjr","pos","lt","SI"
"1378","45",11,3,0,3,0,"jjr","pos","lt","SI"
"1379","45",14,4,2,2,0.5,"jjr","pos","lt","SI"
"1380","45",17,5,1,4,0.2,"jjr","pos","lt","SI"
"1381","45",20,2,1,1,0.5,"jjr","pos","lt","SI"
"1382","90",3,3,3,0,1,"jjr","pos","lt","SI"
"1383","90",5,4,2,2,0.5,"jjr","pos","lt","SI"
"1384","90",8,2,2,0,1,"jjr","pos","lt","SI"
"1385","90",11,6,5,1,0.833333333333333,"jjr","pos","lt","SI"
"1386","90",14,4,3,1,0.75,"jjr","pos","lt","SI"
"1387","90",17,5,1,4,0.2,"jjr","pos","lt","SI"
"1388","90",20,4,3,1,0.75,"jjr","pos","lt","SI"
"1389","0",3,6,5,1,0.833333333333333,"lrc","pos","cl","SI"
"1390","0",5,4,3,1,0.75,"lrc","pos","cl","SI"
"1391","0",8,10,7,3,0.7,"lrc","pos","cl","SI"
"1392","0",11,6,2,4,0.333333333333333,"lrc","pos","cl","SI"
"1393","0",14,9,2,7,0.222222222222222,"lrc","pos","cl","SI"
"1394","0",17,9,2,7,0.222222222222222,"lrc","pos","cl","SI"
"1395","0",20,8,3,5,0.375,"lrc","pos","cl","SI"
"1396","135",3,9,7,2,0.777777777777778,"lrc","pos","cl","SI"
"1397","135",5,7,5,2,0.714285714285714,"lrc","pos","cl","SI"
"1398","135",8,9,6,3,0.666666666666667,"lrc","pos","cl","SI"
"1399","135",11,11,7,4,0.636363636363636,"lrc","pos","cl","SI"
"1400","135",14,8,2,6,0.25,"lrc","pos","cl","SI"
"1401","135",17,5,3,2,0.6,"lrc","pos","cl","SI"
"1402","135",20,5,3,2,0.6,"lrc","pos","cl","SI"
"1403","45",3,11,5,6,0.454545454545455,"lrc","pos","cl","SI"
"1404","45",5,9,7,2,0.777777777777778,"lrc","pos","cl","SI"
"1405","45",8,8,5,3,0.625,"lrc","pos","cl","SI"
"1406","45",11,4,2,2,0.5,"lrc","pos","cl","SI"
"1407","45",14,12,6,6,0.5,"lrc","pos","cl","SI"
"1408","45",17,8,3,5,0.375,"lrc","pos","cl","SI"
"1409","45",20,5,0,5,0,"lrc","pos","cl","SI"
"1410","90",3,6,6,0,1,"lrc","pos","cl","SI"
"1411","90",5,10,8,2,0.8,"lrc","pos","cl","SI"
"1412","90",8,7,4,3,0.571428571428571,"lrc","pos","cl","SI"
"1413","90",11,12,9,3,0.75,"lrc","pos","cl","SI"
"1414","90",14,7,4,3,0.571428571428571,"lrc","pos","cl","SI"
"1415","90",17,7,4,3,0.571428571428571,"lrc","pos","cl","SI"
"1416","90",20,11,7,4,0.636363636363636,"lrc","pos","cl","SI"
"1417","0",3,7,5,2,0.714285714285714,"mab","pos","lt","SI"
"1418","0",5,5,4,1,0.8,"mab","pos","lt","SI"
"1419","0",8,11,11,0,1,"mab","pos","lt","SI"
"1420","0",11,6,4,2,0.666666666666667,"mab","pos","lt","SI"
"1421","0",14,11,8,3,0.727272727272727,"mab","pos","lt","SI"
"1422","0",17,12,5,7,0.416666666666667,"mab","pos","lt","SI"
"1423","0",20,14,8,6,0.571428571428571,"mab","pos","lt","SI"
"1424","135",3,9,8,1,0.888888888888889,"mab","pos","lt","SI"
"1425","135",5,9,9,0,1,"mab","pos","lt","SI"
"1426","135",8,9,7,2,0.777777777777778,"mab","pos","lt","SI"
"1427","135",11,8,6,2,0.75,"mab","pos","lt","SI"
"1428","135",14,8,6,2,0.75,"mab","pos","lt","SI"
"1429","135",17,7,2,5,0.285714285714286,"mab","pos","lt","SI"
"1430","135",20,8,8,0,1,"mab","pos","lt","SI"
"1431","45",3,9,8,1,0.888888888888889,"mab","pos","lt","SI"
"1432","45",5,9,5,4,0.555555555555556,"mab","pos","lt","SI"
"1433","45",8,13,12,1,0.923076923076923,"mab","pos","lt","SI"
"1434","45",11,5,5,0,1,"mab","pos","lt","SI"
"1435","45",14,11,7,4,0.636363636363636,"mab","pos","lt","SI"
"1436","45",17,10,9,1,0.9,"mab","pos","lt","SI"
"1437","45",20,5,3,2,0.6,"mab","pos","lt","SI"
"1438","90",3,6,6,0,1,"mab","pos","lt","SI"
"1439","90",5,10,8,2,0.8,"mab","pos","lt","SI"
"1440","90",8,7,5,2,0.714285714285714,"mab","pos","lt","SI"
"1441","90",11,10,9,1,0.9,"mab","pos","lt","SI"
"1442","90",14,6,3,3,0.5,"mab","pos","lt","SI"
"1443","90",17,8,6,2,0.75,"mab","pos","lt","SI"
"1444","90",20,11,7,4,0.636363636363636,"mab","pos","lt","SI"
"1445","0",3,6,4,2,0.666666666666667,"mdn","pos","lt","SI"
"1446","0",5,7,4,3,0.571428571428571,"mdn","pos","lt","SI"
"1447","0",8,11,9,2,0.818181818181818,"mdn","pos","lt","SI"
"1448","0",11,8,5,3,0.625,"mdn","pos","lt","SI"
"1449","0",14,13,7,6,0.538461538461538,"mdn","pos","lt","SI"
"1450","0",17,13,7,6,0.538461538461538,"mdn","pos","lt","SI"
"1451","0",20,15,4,11,0.266666666666667,"mdn","pos","lt","SI"
"1452","135",3,14,10,4,0.714285714285714,"mdn","pos","lt","SI"
"1453","135",5,9,8,1,0.888888888888889,"mdn","pos","lt","SI"
"1454","135",8,12,7,5,0.583333333333333,"mdn","pos","lt","SI"
"1455","135",11,12,7,5,0.583333333333333,"mdn","pos","lt","SI"
"1456","135",14,9,4,5,0.444444444444444,"mdn","pos","lt","SI"
"1457","135",17,9,5,4,0.555555555555556,"mdn","pos","lt","SI"
"1458","135",20,8,4,4,0.5,"mdn","pos","lt","SI"
"1459","45",3,9,9,0,1,"mdn","pos","lt","SI"
"1460","45",5,15,7,8,0.466666666666667,"mdn","pos","lt","SI"
"1461","45",8,9,4,5,0.444444444444444,"mdn","pos","lt","SI"
"1462","45",11,5,2,3,0.4,"mdn","pos","lt","SI"
"1463","45",14,13,8,5,0.615384615384615,"mdn","pos","lt","SI"
"1464","45",17,10,5,5,0.5,"mdn","pos","lt","SI"
"1465","45",20,5,0,5,0,"mdn","pos","lt","SI"
"1466","90",3,11,6,5,0.545454545454545,"mdn","pos","lt","SI"
"1467","90",5,11,9,2,0.818181818181818,"mdn","pos","lt","SI"
"1468","90",8,8,4,4,0.5,"mdn","pos","lt","SI"
"1469","90",11,13,6,7,0.461538461538462,"mdn","pos","lt","SI"
"1470","90",14,8,5,3,0.625,"mdn","pos","lt","SI"
"1471","90",17,8,3,5,0.375,"mdn","pos","lt","SI"
"1472","90",20,11,5,6,0.454545454545455,"mdn","pos","lt","SI"
"1473","0",3,9,9,0,1,"msz","pos","rt","SI"
"1474","0",5,7,4,3,0.571428571428571,"msz","pos","rt","SI"
"1475","0",8,12,7,5,0.583333333333333,"msz","pos","rt","SI"
"1476","0",11,7,2,5,0.285714285714286,"msz","pos","rt","SI"
"1477","0",14,10,6,4,0.6,"msz","pos","rt","SI"
"1478","0",17,11,5,6,0.454545454545455,"msz","pos","rt","SI"
"1479","0",20,15,9,6,0.6,"msz","pos","rt","SI"
"1480","135",3,13,12,1,0.923076923076923,"msz","pos","rt","SI"
"1481","135",5,9,5,4,0.555555555555556,"msz","pos","rt","SI"
"1482","135",8,10,4,6,0.4,"msz","pos","rt","SI"
"1483","135",11,13,6,7,0.461538461538462,"msz","pos","rt","SI"
"1484","135",14,7,4,3,0.571428571428571,"msz","pos","rt","SI"
"1485","135",17,8,4,4,0.5,"msz","pos","rt","SI"
"1486","135",20,8,4,4,0.5,"msz","pos","rt","SI"
"1487","45",3,8,8,0,1,"msz","pos","rt","SI"
"1488","45",5,13,9,4,0.692307692307692,"msz","pos","rt","SI"
"1489","45",8,9,5,4,0.555555555555556,"msz","pos","rt","SI"
"1490","45",11,7,4,3,0.571428571428571,"msz","pos","rt","SI"
"1491","45",14,10,6,4,0.6,"msz","pos","rt","SI"
"1492","45",17,9,3,6,0.333333333333333,"msz","pos","rt","SI"
"1493","45",20,4,1,3,0.25,"msz","pos","rt","SI"
"1494","90",3,11,10,1,0.909090909090909,"msz","pos","rt","SI"
"1495","90",5,8,7,1,0.875,"msz","pos","rt","SI"
"1496","90",8,7,4,3,0.571428571428571,"msz","pos","rt","SI"
"1497","90",11,13,8,5,0.615384615384615,"msz","pos","rt","SI"
"1498","90",14,8,4,4,0.5,"msz","pos","rt","SI"
"1499","90",17,8,4,4,0.5,"msz","pos","rt","SI"
"1500","90",20,10,8,2,0.8,"msz","pos","rt","SI"
"1501","0",3,2,1,1,0.5,"nga","pos","rt","SI"
"1502","0",5,3,3,0,1,"nga","pos","rt","SI"
"1503","0",8,4,2,2,0.5,"nga","pos","rt","SI"
"1504","0",11,1,0,1,0,"nga","pos","rt","SI"
"1505","0",14,4,2,2,0.5,"nga","pos","rt","SI"
"1506","0",17,1,0,1,0,"nga","pos","rt","SI"
"1507","0",20,8,5,3,0.625,"nga","pos","rt","SI"
"1508","135",3,2,0,2,0,"nga","pos","rt","SI"
"1509","135",5,1,1,0,1,"nga","pos","rt","SI"
"1510","135",8,1,1,0,1,"nga","pos","rt","SI"
"1511","135",11,3,1,2,0.333333333333333,"nga","pos","rt","SI"
"1512","135",14,2,1,1,0.5,"nga","pos","rt","SI"
"1513","135",20,2,1,1,0.5,"nga","pos","rt","SI"
"1514","45",3,4,3,1,0.75,"nga","pos","rt","SI"
"1515","45",5,3,3,0,1,"nga","pos","rt","SI"
"1516","45",8,3,3,0,1,"nga","pos","rt","SI"
"1517","45",11,2,1,1,0.5,"nga","pos","rt","SI"
"1518","45",14,4,3,1,0.75,"nga","pos","rt","SI"
"1519","45",17,1,0,1,0,"nga","pos","rt","SI"
"1520","45",20,2,2,0,1,"nga","pos","rt","SI"
"1521","90",3,1,0,1,0,"nga","pos","rt","SI"
"1522","90",5,3,3,0,1,"nga","pos","rt","SI"
"1523","90",8,4,1,3,0.25,"nga","pos","rt","SI"
"1524","90",11,1,1,0,1,"nga","pos","rt","SI"
"1525","90",14,1,1,0,1,"nga","pos","rt","SI"
"1526","90",17,1,0,1,0,"nga","pos","rt","SI"
"1527","90",20,4,3,1,0.75,"nga","pos","rt","SI"
"1528","0",3,8,7,1,0.875,"pab","pos","cl","SI"
"1529","0",5,6,6,0,1,"pab","pos","cl","SI"
"1530","0",8,5,3,2,0.6,"pab","pos","cl","SI"
"1531","0",11,4,3,1,0.75,"pab","pos","cl","SI"
"1532","0",14,9,7,2,0.777777777777778,"pab","pos","cl","SI"
"1533","0",17,10,4,6,0.4,"pab","pos","cl","SI"
"1534","0",20,11,5,6,0.454545454545455,"pab","pos","cl","SI"
"1535","135",3,8,8,0,1,"pab","pos","cl","SI"
"1536","135",5,8,8,0,1,"pab","pos","cl","SI"
"1537","135",8,8,8,0,1,"pab","pos","cl","SI"
"1538","135",11,8,4,4,0.5,"pab","pos","cl","SI"
"1539","135",14,8,3,5,0.375,"pab","pos","cl","SI"
"1540","135",17,6,2,4,0.333333333333333,"pab","pos","cl","SI"
"1541","135",20,4,0,4,0,"pab","pos","cl","SI"
"1542","45",3,8,8,0,1,"pab","pos","cl","SI"
"1543","45",5,9,8,1,0.888888888888889,"pab","pos","cl","SI"
"1544","45",8,9,6,3,0.666666666666667,"pab","pos","cl","SI"
"1545","45",11,3,3,0,1,"pab","pos","cl","SI"
"1546","45",14,7,3,4,0.428571428571429,"pab","pos","cl","SI"
"1547","45",17,10,7,3,0.7,"pab","pos","cl","SI"
"1548","45",20,4,1,3,0.25,"pab","pos","cl","SI"
"1549","90",3,8,7,1,0.875,"pab","pos","cl","SI"
"1550","90",5,10,10,0,1,"pab","pos","cl","SI"
"1551","90",8,6,5,1,0.833333333333333,"pab","pos","cl","SI"
"1552","90",11,7,3,4,0.428571428571429,"pab","pos","cl","SI"
"1553","90",14,5,2,3,0.4,"pab","pos","cl","SI"
"1554","90",17,3,3,0,1,"pab","pos","cl","SI"
"1555","90",20,12,8,4,0.666666666666667,"pab","pos","cl","SI"
"1556","0",3,7,7,0,1,"at-","pos","hk","SI"
"1557","0",5,7,7,0,1,"at-","pos","hk","SI"
"1558","0",8,4,4,0,1,"at-","pos","hk","SI"
"1559","0",11,4,3,1,0.75,"at-","pos","hk","SI"
"1560","0",14,4,1,3,0.25,"at-","pos","hk","SI"
"1561","0",17,4,3,1,0.75,"at-","pos","hk","SI"
"1562","0",20,4,2,2,0.5,"at-","pos","hk","SI"
"1563","45",3,3,3,0,1,"at-","pos","hk","SI"
"1564","45",5,6,5,1,0.833333333333333,"at-","pos","hk","SI"
"1565","45",8,5,3,2,0.6,"at-","pos","hk","SI"
"1566","45",11,4,3,1,0.75,"at-","pos","hk","SI"
"1567","45",14,7,4,3,0.571428571428571,"at-","pos","hk","SI"
"1568","45",17,4,2,2,0.5,"at-","pos","hk","SI"
"1569","45",20,9,4,5,0.444444444444444,"at-","pos","hk","SI"
"1570","90",3,5,4,1,0.8,"at-","pos","hk","SI"
"1571","90",5,7,6,1,0.857142857142857,"at-","pos","hk","SI"
"1572","90",8,7,5,2,0.714285714285714,"at-","pos","hk","SI"
"1573","90",11,8,6,2,0.75,"at-","pos","hk","SI"
"1574","90",14,5,4,1,0.8,"at-","pos","hk","SI"
"1575","90",17,4,3,1,0.75,"at-","pos","hk","SI"
"1576","90",20,8,4,4,0.5,"at-","pos","hk","SI"
"1577","135",3,8,7,1,0.875,"at-","pos","hk","SI"
"1578","135",5,4,3,1,0.75,"at-","pos","hk","SI"
"1579","135",8,4,3,1,0.75,"at-","pos","hk","SI"
"1580","135",11,8,5,3,0.625,"at-","pos","hk","SI"
"1581","135",14,5,2,3,0.4,"at-","pos","hk","SI"
"1582","135",17,7,4,3,0.571428571428571,"at-","pos","hk","SI"
"1583","135",20,6,1,5,0.166666666666667,"at-","pos","hk","SI"
"1584","0",3,7,6,1,0.857142857142857,"lfa","pos","hk","SI"
"1585","0",5,8,7,1,0.875,"lfa","pos","hk","SI"
"1586","0",8,9,7,2,0.777777777777778,"lfa","pos","hk","SI"
"1587","0",11,6,4,2,0.666666666666667,"lfa","pos","hk","SI"
"1588","0",14,8,4,4,0.5,"lfa","pos","hk","SI"
"1589","0",17,7,2,5,0.285714285714286,"lfa","pos","hk","SI"
"1590","0",20,8,4,4,0.5,"lfa","pos","hk","SI"
"1591","45",3,9,7,2,0.777777777777778,"lfa","pos","hk","SI"
"1592","45",5,6,4,2,0.666666666666667,"lfa","pos","hk","SI"
"1593","45",8,6,4,2,0.666666666666667,"lfa","pos","hk","SI"
"1594","45",11,9,6,3,0.666666666666667,"lfa","pos","hk","SI"
"1595","45",14,10,6,4,0.6,"lfa","pos","hk","SI"
"1596","45",17,9,2,7,0.222222222222222,"lfa","pos","hk","SI"
"1597","45",20,9,6,3,0.666666666666667,"lfa","pos","hk","SI"
"1598","90",3,7,5,2,0.714285714285714,"lfa","pos","hk","SI"
"1599","90",5,10,8,2,0.8,"lfa","pos","hk","SI"
"1600","90",8,12,10,2,0.833333333333333,"lfa","pos","hk","SI"
"1601","90",11,7,4,3,0.571428571428571,"lfa","pos","hk","SI"
"1602","90",14,6,3,3,0.5,"lfa","pos","hk","SI"
"1603","90",17,6,3,3,0.5,"lfa","pos","hk","SI"
"1604","90",20,10,2,8,0.2,"lfa","pos","hk","SI"
"1605","135",3,8,8,0,1,"lfa","pos","hk","SI"
"1606","135",5,8,6,2,0.75,"lfa","pos","hk","SI"
"1607","135",8,7,4,3,0.571428571428571,"lfa","pos","hk","SI"
"1608","135",11,7,5,2,0.714285714285714,"lfa","pos","hk","SI"
"1609","135",14,6,4,2,0.666666666666667,"lfa","pos","hk","SI"
"1610","135",17,10,5,5,0.5,"lfa","pos","hk","SI"
"1611","135",20,7,2,5,0.285714285714286,"lfa","pos","hk","SI"
"1612","0",3,2,2,0,1,"lms","pos","hk","SI"
"1613","0",5,3,1,2,0.333333333333333,"lms","pos","hk","SI"
"1614","0",8,4,4,0,1,"lms","pos","hk","SI"
"1615","0",11,4,4,0,1,"lms","pos","hk","SI"
"1616","0",14,5,3,2,0.6,"lms","pos","hk","SI"
"1617","0",17,3,2,1,0.666666666666667,"lms","pos","hk","SI"
"1618","0",20,3,0,3,0,"lms","pos","hk","SI"
"1619","45",3,4,3,1,0.75,"lms","pos","hk","SI"
"1620","45",5,3,2,1,0.666666666666667,"lms","pos","hk","SI"
"1621","45",8,2,2,0,1,"lms","pos","hk","SI"
"1622","45",11,2,1,1,0.5,"lms","pos","hk","SI"
"1623","45",14,6,2,4,0.333333333333333,"lms","pos","hk","SI"
"1624","45",17,5,2,3,0.4,"lms","pos","hk","SI"
"1625","45",20,6,1,5,0.166666666666667,"lms","pos","hk","SI"
"1626","90",5,4,4,0,1,"lms","pos","hk","SI"
"1627","90",8,6,5,1,0.833333333333333,"lms","pos","hk","SI"
"1628","90",11,4,3,1,0.75,"lms","pos","hk","SI"
"1629","90",14,1,0,1,0,"lms","pos","hk","SI"
"1630","90",17,2,1,1,0.5,"lms","pos","hk","SI"
"1631","90",20,3,1,2,0.333333333333333,"lms","pos","hk","SI"
"1632","135",3,7,3,4,0.428571428571429,"lms","pos","hk","SI"
"1633","135",5,1,1,0,1,"lms","pos","hk","SI"
"1634","135",8,3,1,2,0.333333333333333,"lms","pos","hk","SI"
"1635","135",11,6,1,5,0.166666666666667,"lms","pos","hk","SI"
"1636","135",14,4,1,3,0.25,"lms","pos","hk","SI"
"1637","135",17,4,2,2,0.5,"lms","pos","hk","SI"
"1638","135",20,3,1,2,0.333333333333333,"lms","pos","hk","SI"
"1639","0",3,9,9,0,1,"mcm","pos","hk","SI"
"1640","0",5,10,7,3,0.7,"mcm","pos","hk","SI"
"1641","0",8,10,7,3,0.7,"mcm","pos","hk","SI"
"1642","0",11,7,5,2,0.714285714285714,"mcm","pos","hk","SI"
"1643","0",14,9,5,4,0.555555555555556,"mcm","pos","hk","SI"
"1644","0",17,6,3,3,0.5,"mcm","pos","hk","SI"
"1645","0",20,9,2,7,0.222222222222222,"mcm","pos","hk","SI"
"1646","45",3,10,7,3,0.7,"mcm","pos","hk","SI"
"1647","45",5,6,4,2,0.666666666666667,"mcm","pos","hk","SI"
